Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Make.Model,Commercial,Fatal
20060925X01399,Accident,CHI06CA234,2006-08-16,United States,Non-Fatal,Substantial,Airplane,Beech,19A,No,Instructional,,,,2.0,VMC,2006,Beech 19A,No,0
20060911X01326,Accident,ANC06CA115,2006-08-16,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,,,,,2.0,VMC,2006,Piper PA-18,No,0
20060919X01363,Accident,MIA06CA131,2006-08-17,United States,Non-Fatal,Substantial,Airplane,Cessna,182S,No,Personal,,,,3.0,VMC,2006,Cessna 182S,No,0
20061006X01474,Accident,ATL06CA123,2006-08-19,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,2.0,VMC,2006,Cessna 172P,No,0
20060925X01388,Accident,NYC06CA212,2006-08-20,United States,Non-Fatal,Substantial,Airplane,Piper,PA 38-112,No,Personal,,,,2.0,VMC,2006,Piper PA 38-112,No,0
20061005X01466,Accident,NYC06CA206,2006-08-20,United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,No,Personal,,,,1.0,VMC,2006,Piper PA-34-200T,No,0
20060914X01339,Accident,DFW06CA201,2006-08-20,United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,Personal,,,,1.0,VMC,2006,Cessna T210N,No,0
20061005X01467,Accident,ANC06CA124,2006-08-20,United States,Non-Fatal,Substantial,Airplane,Champion,7GCBC,No,Personal,,,,2.0,VMC,2006,Champion 7GCBC,No,0
20061018X01531,Accident,LAX06CA279,2006-08-21,United States,Non-Fatal,Substantial,Airplane,Cessna,T210G,No,Personal,,,,1.0,VMC,2006,Cessna T210G,No,0
20061006X01479,Accident,LAX06CA285,2006-08-22,United States,Non-Fatal,Substantial,Airplane,Beech,99,No,Skydiving,,1.0,,13.0,VMC,2006,Beech 99,No,0
20061122X01708,Accident,DFW06CA203,2006-08-22,United States,Non-Fatal,Substantial,Airplane,Piper,601P,No,Personal,,,,1.0,VMC,2006,Piper 601P,No,0
20061004X01449,Accident,SEA06CA170,2006-08-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-20-150,No,Instructional,,,,2.0,VMC,2006,Piper PA-22-20-150,No,0
20061005X01469,Accident,NYC06CA210,2006-08-23,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,No,Personal,,,,1.0,VMC,2006,Piper PA-28R-200,No,0
20060906X01300,Accident,DFW06CA200,2006-08-23,United States,Non-Fatal,Substantial,Airplane,Aeronca,11AC,No,Instructional,,,,2.0,VMC,2006,Aeronca 11AC,No,0
20060928X01419,Accident,CHI06CA254,2006-08-23,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-400A,No,Aerial Application,,,,1.0,VMC,2006,Air tractor AT-400A,No,0
20060927X01407,Accident,DFW06CA202,2006-08-25,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2006,Cessna 152,No,0
20060908X01315,Accident,CHI06CA246,2006-08-26,United States,Non-Fatal,Substantial,Airplane,Aviat,A-1B,No,Personal,,,,2.0,VMC,2006,Aviat A-1B,No,0
20060919X01364,Accident,CHI06CA247,2006-08-27,United States,Non-Fatal,Substantial,Airplane,Piper,J-3C-65,No,Aerial Observation,,,1.0,1.0,VMC,2006,Piper J-3C-65,No,0
20060906X01297,Accident,LAX06FA277A,2006-08-28,United States,Non-Fatal,Substantial,Airplane,Raytheon,HAWKER 800XP,No,,,,3.0,3.0,VMC,2006,Raytheon HAWKER 800XP,No,0
20060914X01335,Accident,NYC06FA209,2006-08-28,United States,Fatal(7),Destroyed,Airplane,Cessna,401A,No,Personal,7.0,,,,IMC,2006,Cessna 401A,No,1
20060831X01268,Accident,CHI06FA245,2006-08-28,United States,Fatal(1),Destroyed,Airplane,Cirrus,SR22,No,Personal,1.0,3.0,,,IMC,2006,Cirrus SR22,No,1
20070823X01230,Accident,ATL06CA124,2006-08-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,,,,1.0,VMC,2006,Cessna 172R,No,0
20061005X01465,Accident,ANC06CA127,2006-08-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Personal,,,,3.0,VMC,2006,Cessna 172,No,0
20061004X01451,Accident,SEA06CA173,2006-08-30,United States,Non-Fatal,Substantial,Airplane,Cessna,182RG,No,Instructional,,,,2.0,VMC,2006,Cessna 182RG,No,0
20061218X01805,Accident,NYC06CA217,2006-08-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Instructional,,,1.0,1.0,VMC,2006,Piper PA-18-150,No,0
20061114X01657,Accident,LAX06CA281,2006-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Personal,,,,2.0,VMC,2006,Cessna 172P,No,0
20061002X01438,Accident,ANC06CA128,2006-08-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Personal,,,,2.0,VMC,2006,Piper PA-18,No,0
20060906X01291,Accident,DEN06MA119,2006-09-01,United States,Fatal(1),Destroyed,Airplane,Mitsubishi,MU-2B-35,No,Positioning,1.0,,,,IMC,2006,Mitsubishi MU-2B-35,No,1
20061004X01448,Accident,SEA06CA174,2006-09-02,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,,,,1.0,VMC,2006,Cessna 180,No,0
20061114X01659,Accident,LAX06CA282,2006-09-02,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,3.0,,VMC,2006,Piper PA-28-140,No,0
20060929X01427,Accident,MIA06CA134,2006-09-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,1.0,,VMC,2006,Cessna 172N,No,0
20070110X00034,Accident,DEN07CA032,2006-09-03,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,,,,1.0,VMC,2006,Piper PA-18-150,No,0
20060926X01401,Accident,CHI06CA251,2006-09-03,United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,No,Personal,,,,1.0,VMC,2006,Luscombe 8A,No,0
20061027X01571,Accident,NYC06CA221,2006-09-04,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Personal,,,,1.0,VMC,2006,Cessna 172P,No,0
20061006X01476,Accident,NYC06CA218,2006-09-04,United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCAA,No,Banner Tow,,,,1.0,VMC,2006,Bellanca 7GCAA,No,0
20061031X01578,Accident,DFW06CA206,2006-09-05,United States,Non-Fatal,Substantial,Airplane,Beech,B200,No,Positioning,,,,1.0,VMC,2006,Beech B200,No,0
20061010X01489,Accident,SEA06CA178,2006-09-06,United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,Personal,,,2.0,,VMC,2006,Cessna 150,No,0
20061017X01527,Accident,CHI06CA276,2006-09-06,United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,Business,,,,3.0,VMC,2006,Cessna T206H,No,0
20060919X01366,Accident,CHI06CA257,2006-09-06,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,Aerial Application,,,,1.0,VMC,2006,Piper PA-25-235,No,0
20061004X01452,Accident,SEA06CA177,2006-09-07,United States,Non-Fatal,Substantial,Airplane,Cessna,182RG,No,Instructional,,,,2.0,VMC,2006,Cessna 182RG,No,0
20061015X01521,Accident,NYC06LA222B,2006-09-08,United States,Non-Fatal,Substantial,Airplane,Embraer,EMB-170,No,,,,,179.0,VMC,2006,Embraer EMB-170,No,0
20061015X01521,Accident,NYC06LA222A,2006-09-08,United States,Non-Fatal,Minor,Airplane,Airbus,A319-112,No,,,,,179.0,VMC,2006,Airbus A319-112,Yes,0
20060929X01433,Accident,ANC06CA126,2006-09-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,,,,1.0,VMC,2006,Piper PA-18-150,No,0
20061019X01539,Accident,SEA06CA182,2006-09-10,United States,Non-Fatal,Substantial,Airplane,Maule,M-4-180V,No,Personal,,,,1.0,VMC,2006,Maule M-4-180V,No,0
20060919X01365,Accident,CHI06CA259,2006-09-10,United States,Non-Fatal,Substantial,Airplane,Luscombe,8E,No,Personal,,,,1.0,VMC,2006,Luscombe 8E,No,0
20061010X01488,Accident,SEA06CA180,2006-09-11,United States,Non-Fatal,Substantial,Airplane,Beech,B36TC,No,Personal,,,,1.0,VMC,2006,Beech B36TC,No,0
20061019X01540,Accident,SEA06CA179,2006-09-11,United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,Personal,,,,5.0,VMC,2006,Piper PA-32-300,No,0
20061002X01437,Accident,ANC06CA132,2006-09-11,United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,Personal,,,,1.0,VMC,2006,Piper PA-12,No,0
20061010X01487,Accident,SEA06CA181,2006-09-13,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Unknown,,,,3.0,VMC,2006,Cessna 172M,No,0
20061019X01538,Accident,SEA06CA183,2006-09-13,United States,Non-Fatal,Substantial,Airplane,Cessna,305A,No,Personal,,,,1.0,VMC,2006,Cessna 305A,No,0
20061005X01460,Accident,DEN06CA127,2006-09-13,United States,Non-Fatal,Substantial,Airplane,Piper,PA-46T-350P,No,Personal,,,,2.0,VMC,2006,Piper PA-46T-350P,No,0
20060929X01431,Accident,CHI06CA265,2006-09-13,United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-220T,No,Personal,,,,3.0,VMC,2006,Piper PA-34-220T,No,0
20061010X01493,Accident,DFW06CA215,2006-09-15,United States,Non-Fatal,Substantial,Airplane,Maule,MT-7,No,Personal,,,,1.0,VMC,2006,Maule MT-7,No,0
20061005X01464,Accident,CHI06CA267,2006-09-15,United States,Non-Fatal,Substantial,Airplane,Columbia,350,No,Personal,,,,1.0,VMC,2006,Columbia 350,No,0
20061103X01605,Accident,LAX06CA294,2006-09-15,United States,Non-Fatal,Destroyed,Airplane,Grumman,AA-5,No,Personal,,,,1.0,VMC,2006,Grumman AA-5,No,0
20061027X01570,Accident,NYC06CA225,2006-09-17,United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-180,No,Banner Tow,,,,1.0,VMC,2006,Piper PA-25-180,No,0
20061205X01731,Accident,MIA06CA139,2006-09-17,United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,Personal,,,,3.0,VMC,2006,Piper PA-23-250,No,0
20061025X01557,Accident,LAX06CA297,2006-09-17,United States,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,Instructional,,,,1.0,VMC,2006,Mooney M20J,No,0
20061025X01558,Accident,LAX06CA295,2006-09-18,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Instructional,,,,2.0,VMC,2006,Beech A36,No,0
20061004X01446,Accident,ANC06CA133,2006-09-18,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Business,,,,2.0,VMC,2006,Piper PA-18,No,0
20061024X01553,Accident,ANC06CA135,2006-09-19,United States,Non-Fatal,Destroyed,Airplane,Cessna,150,No,Personal,,,,1.0,VMC,2006,Cessna 150,No,0
20061013X01519,Accident,ATL06CA128,2006-09-20,United States,Non-Fatal,Substantial,Airplane,Mooney,M-20J,No,Personal,,,,1.0,VMC,2006,Mooney M-20J,No,0
20061114X01661,Accident,SEA06CA187,2006-09-22,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2006,Cessna 172S,No,0
20061012X01509,Accident,SEA06CA186,2006-09-23,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2006,Cessna 152,No,0
20061018X01535,Accident,DFW06CA214,2006-09-23,United States,Non-Fatal,Substantial,Airplane,Air tractor,301,No,Ferry,,,,1.0,VMC,2006,Air tractor 301,No,0
20061013X01511,Accident,ANC06CA138,2006-09-24,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Personal,,,,2.0,VMC,2006,Cessna 172,No,0
20061026X01560,Accident,LAX06FA304,2006-09-24,United States,Fatal(2),Destroyed,Airplane,Cessna,182K,No,Personal,2.0,,,,VMC,2006,Cessna 182K,No,1
20061017X01526,Accident,DEN06CA134,2006-09-26,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Personal,,,,2.0,VMC,2006,Cessna 152,No,0
20061020X01545,Accident,CHI06CA272,2006-09-26,United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,No,Personal,,,,2.0,VMC,2006,Boeing A75N1,Yes,0
20061031X01587,Accident,LAX06CA299,2006-09-27,United States,Non-Fatal,Substantial,Airplane,Beech,95-55,No,Personal,,,1.0,,VMC,2006,Beech 95-55,No,0
20061101X01590,Accident,ATL06CA132,2006-09-28,United States,Non-Fatal,Substantial,Airplane,Cessna,180K,No,Personal,,,,2.0,VMC,2006,Cessna 180K,No,0
20061114X01666,Accident,SEA06CA191,2006-09-29,United States,Non-Fatal,Substantial,Airplane,Maule,M-6-235,No,Personal,,,,1.0,VMC,2006,Maule M-6-235,No,0
20061020X01547,Accident,CHI06CA274,2006-09-29,United States,Non-Fatal,Substantial,Airplane,Beech,B19,No,Personal,,,,2.0,VMC,2006,Beech B19,No,0
20061101X01591,Accident,ATL06CA131,2006-09-29,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Personal,,,,2.0,VMC,2006,Beech A36,No,0
20071212X01929,Accident,NYC06CA232,2006-09-30,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Personal,,,,2.0,VMC,2006,Cessna 172S,No,0
20061020X01548,Accident,CHI06CA277,2006-09-30,United States,Non-Fatal,Substantial,Airplane,Rockwell,112TC,No,Personal,,,,2.0,VMC,2006,Rockwell 112TC,No,0
20061106X01612,Accident,CHI07CA001,2006-10-01,United States,Non-Fatal,Substantial,Airplane,Cessna,180K,No,Personal,,,,1.0,VMC,2006,Cessna 180K,No,0
20061114X01668,Accident,SEA07CA003,2006-10-05,United States,Non-Fatal,Substantial,Airplane,Cessna,T182T,No,Business,,,,1.0,VMC,2006,Cessna T182T,No,0
20061114X01662,Accident,DFW07CA003,2006-10-05,United States,Non-Fatal,Substantial,Airplane,Boeing,75,No,Personal,,,,2.0,VMC,2006,Boeing 75,Yes,0
20061013X01520,Accident,CHI07CA003,2006-10-05,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,Instructional,,,,1.0,VMC,2006,Piper PA-28-161,No,0
20061113X01636,Accident,NYC07CA004,2006-10-06,United States,Non-Fatal,Substantial,Airplane,Beech,BE-58,No,Personal,,,,2.0,VMC,2006,Beech BE-58,No,0
20061115X01678,Accident,LAX07CA013,2006-10-06,United States,Non-Fatal,Substantial,Airplane,Aviat,A-1A,No,Personal,,,,1.0,VMC,2006,Aviat A-1A,No,0
20061114X01664,Accident,LAX07CA007,2006-10-06,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,2.0,VMC,2006,Cessna 172P,No,0
20061205X01733,Accident,DFW07CA001,2006-10-06,United States,Non-Fatal,Substantial,Airplane,Champion,CITABRIA,No,Personal,,1.0,2.0,,VMC,2006,Champion CITABRIA,No,0
20061103X01603,Accident,MIA07CA002,2006-10-07,United States,Non-Fatal,Substantial,Airplane,Cessna,172C,No,Personal,,,1.0,,VMC,2006,Cessna 172C,No,0
20061020X01549,Accident,CHI07CA004,2006-10-08,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,2.0,VMC,2006,Cessna 172N,No,0
20061027X01567,Accident,NYC07FA003,2006-10-09,United States,Fatal(2),Substantial,Airplane,Mooney,M20F,No,Instructional,2.0,,,,VMC,2006,Mooney M20F,No,1
20061106X01615,Accident,CHI07CA006,2006-10-09,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,1.0,VMC,2006,Cessna 172N,No,0
20061129X01720,Accident,ATL07CA007,2006-10-11,United States,Non-Fatal,Substantial,Airplane,Cessna,188B,No,Aerial Application,,,,1.0,VMC,2006,Cessna 188B,No,0
20061114X01669,Accident,SEA07CA008,2006-10-12,United States,Non-Fatal,Substantial,Airplane,Beech,E-55,No,Personal,,,2.0,,VMC,2006,Beech E-55,No,0
20061114X01663,Accident,DFW07CA013,2006-10-12,United States,Non-Fatal,Substantial,Airplane,Aeronca,65-TAC,No,Personal,,,,2.0,VMC,2006,Aeronca 65-TAC,No,0
20061106X01616,Accident,CHI07CA008,2006-10-12,United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,No,Personal,,,,4.0,VMC,2006,Piper PA-24-260,No,0
20061221X01829,Accident,ATL07CA011,2006-10-13,United States,Non-Fatal,Substantial,Airplane,Air tractor,AT-802A,No,Aerial Application,,,,1.0,VMC,2006,Air tractor AT-802A,No,0
20061129X01718,Accident,ATL07CA008,2006-10-13,United States,Non-Fatal,Substantial,Airplane,Cessna,CE-180-A,No,Personal,,,,1.0,VMC,2006,Cessna CE-180-A,No,0
20061026X01563,Accident,NYC07FA007,2006-10-14,United States,Fatal(1),Destroyed,Airplane,Extra flugzeugbau,GMBH 300,No,Air Race/show,1.0,,,,VMC,2006,Extra flugzeugbau GMBH 300,No,1
20061121X01700,Accident,LAX07CA010,2006-10-15,United States,Non-Fatal,Substantial,Airplane,Monocoupe,110 SPECIAL,No,Personal,,,,1.0,VMC,2006,Monocoupe 110 SPECIAL,No,0
20061114X01647,Accident,DFW07CA012,2006-10-15,United States,Non-Fatal,Substantial,Airplane,Cessna,182,No,Personal,,,,4.0,VMC,2006,Cessna 182,No,0
20061026X01561,Accident,LAX07FA012,2006-10-18,United States,Fatal(5),Destroyed,Airplane,Piper,PA-42,No,Personal,5.0,,,,VMC,2006,Piper PA-42,No,1
20061216X01797,Accident,NYC07CA010,2006-10-19,United States,Non-Fatal,Substantial,Airplane,Cirrus,SR-22,No,Instructional,,,,1.0,VMC,2006,Cirrus SR-22,No,0
20061122X01706,Accident,SEA07CA015,2006-10-20,United States,Non-Fatal,Substantial,Airplane,Cessna,210E,No,Personal,,,,6.0,VMC,2006,Cessna 210E,No,0
20070327X00329,Accident,MIA07CA007,2006-10-20,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,No,Instructional,,,1.0,1.0,VMC,2006,Cessna 150L,No,0
20061207X01747,Accident,MIA07CA008,2006-10-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2006,Cessna 172S,No,0
20061027X01564,Accident,ATL07LA012,2006-10-21,United States,Non-Fatal,Substantial,Airplane,Cessna,A188B,No,Aerial Application,,,1.0,,VMC,2006,Cessna A188B,No,0
20070221X00206,Accident,MIA07CA010,2006-10-22,United States,Non-Fatal,Substantial,Airplane,Beech,A36,No,Personal,,,,2.0,VMC,2006,Beech A36,No,0
20061128X01715,Accident,ANC07CA004,2006-10-22,United States,Non-Fatal,Substantial,Airplane,Piper,PA-20-135,No,Personal,,,,2.0,VMC,2006,Piper PA-20-135,No,0
20061122X01709,Accident,DEN07CA015,2006-10-23,United States,Non-Fatal,Substantial,Airplane,Cessna,T210G,No,Personal,,,,3.0,VMC,2006,Cessna T210G,No,0
20061122X01710,Accident,DEN07CA014,2006-10-24,United States,Non-Fatal,Substantial,Airplane,Champion,7GCB,No,Personal,,,,1.0,VMC,2006,Champion 7GCB,No,0
20061228X01852,Accident,DFW07CA015,2006-10-26,United States,Non-Fatal,Substantial,Airplane,Maule,M5,No,Personal,,,,1.0,VMC,2006,Maule M5,No,0
20061204X01724,Accident,NYC07CA013,2006-10-27,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2006,Cessna 152,No,0
20061108X01627,Accident,CHI07CA014,2006-10-27,United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,Personal,,,,1.0,VMC,2006,Bellanca 7ECA,No,0
20061031X01576,Accident,ATL07FA013,2006-10-27,United States,Fatal(2),Substantial,Airplane,Cirrus,SR22,No,Personal,2.0,2.0,,,IMC,2006,Cirrus SR22,No,1
20061114X01658,Accident,DFW07CA014,2006-10-27,United States,Non-Fatal,Destroyed,Airplane,Champion,7ECA,No,Personal,,,1.0,,IMC,2006,Champion 7ECA,No,0
20061109X01631,Accident,CHI07CA012,2006-10-28,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Personal,,,1.0,3.0,VMC,2006,Cessna 172,No,0
20061204X01725,Accident,NYC07CA014,2006-10-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,1.0,VMC,2006,Cessna 172N,No,0
20061208X01765,Accident,CHI07CA019,2006-10-29,United States,Non-Fatal,Substantial,Airplane,Aviat,S2B,No,Personal,,,,1.0,VMC,2006,Aviat S2B,No,0
20061204X01726,Accident,NYC07CA019,2006-10-31,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Instructional,,,,1.0,VMC,2006,Cessna 172M,No,0
20061114X01639,Accident,MIA07FA005,2006-11-01,United States,Non-Fatal,Substantial,Airplane,British aerospace,HS 125-700A,No,Executive/corporate,,,,12.0,VMC,2006,British aerospace HS 125-700A,No,0
20061115X01677,Accident,LAX07FA026,2006-11-04,United States,Fatal(2),Destroyed,Airplane,Aircraft mfg & dev. co. (amd),CH601XL SLSA,No,Personal,2.0,0.0,0.0,0.0,VMC,2006,Aircraft mfg & dev. co. (amd) CH601XL SLSA,No,1
20061208X01756,Accident,ATL07CA015,2006-11-04,United States,Non-Fatal,Destroyed,Airplane,Cessna,172G,No,Personal,,,,1.0,VMC,2006,Cessna 172G,No,0
20061207X01748,Accident,MIA07CA012,2006-11-05,United States,Non-Fatal,Substantial,Airplane,American,AA-1,No,Personal,,,,1.0,VMC,2006,American AA-1,No,0
20061106X01613,Accident,DEN07CA019,2006-11-05,United States,Non-Fatal,Substantial,Airplane,Luscombe,8F,No,Personal,,,,1.0,VMC,2006,Luscombe 8F,No,0
20061205X01738,Accident,LAX07CA030,2006-11-07,United States,Non-Fatal,Substantial,Airplane,Great lakes aircraft company,2T-1A-2,No,Personal,,,,1.0,VMC,2006,Great lakes aircraft company 2T-1A-2,No,0
20070426X00458,Accident,CHI07FA020B,2006-11-07,United States,Non-Fatal,Substantial,Airplane,Boeing,737-300,No,,,,,216.0,IMC,2006,Boeing 737-300,Yes,0
20070426X00458,Accident,CHI07FA020A,2006-11-07,United States,Non-Fatal,Minor,Airplane,Airbus,A-320-200,No,,,,,216.0,IMC,2006,Airbus A-320-200,Yes,0
20061222X01839,Accident,NYC07CA024,2006-11-08,United States,Non-Fatal,Substantial,Airplane,Utva,66 V-51,No,Personal,,,,1.0,VMC,2006,Utva 66 V-51,No,0
20061207X01751,Accident,ATL07CA018,2006-11-09,United States,Non-Fatal,Substantial,Airplane,Grumman,G-164B,No,Aerial Application,,,,1.0,VMC,2006,Grumman G-164B,No,0
20061208X01757,Accident,ATL07CA017,2006-11-10,United States,Non-Fatal,Substantial,Airplane,Diamond,DA 20-C1,No,Personal,,,,1.0,VMC,2006,Diamond DA 20-C1,No,0
20061222X01840,Accident,NYC07CA028,2006-11-11,United States,Non-Fatal,Substantial,Airplane,Piper,PA-11,No,Personal,,,1.0,,VMC,2006,Piper PA-11,No,0
20061208X01754,Accident,MIA07CA015,2006-11-13,United States,Non-Fatal,Substantial,Airplane,Bellanca,BL-17-30,No,Personal,,,1.0,,VMC,2006,Bellanca BL-17-30,No,0
20061129X01717,Accident,DEN07CA023,2006-11-13,United States,Non-Fatal,Substantial,Airplane,American champion,7GCBC,No,Personal,,,,2.0,VMC,2006,American champion 7GCBC,No,0
20061221X01836,Accident,CHI07CA023,2006-11-14,United States,Non-Fatal,Substantial,Airplane,Mooney,M20J,No,Personal,,,1.0,,VMC,2006,Mooney M20J,No,0
20061214X01791,Accident,CHI07CA025,2006-11-16,United States,Non-Fatal,Substantial,Airplane,Cessna,172G,No,Personal,,,,1.0,VMC,2006,Cessna 172G,No,0
20061218X01803,Accident,MIA07CA019,2006-11-19,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2006,Cessna 172S,No,0
20070112X00050,Accident,LAX07CA038,2006-11-19,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,,3.0,VMC,2006,Piper PA-28-140,No,0
20061214X01786,Accident,DEN07CA026,2006-11-19,United States,Non-Fatal,Substantial,Airplane,Liberty aerospace inc.,LIBERTY XL-2,No,Instructional,,1.0,,,VMC,2006,Liberty aerospace inc. LIBERTY XL-2,No,0
20061221X01830,Accident,NYC07CA034,2006-11-21,United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,No,Personal,,1.0,,,VMC,2006,Taylorcraft BC12-D,No,0
20061220X01810,Accident,MIA07CA020,2006-11-21,United States,Non-Fatal,Substantial,Airplane,Liberty aerospace inc.,XL-2,No,Personal,,,,2.0,VMC,2006,Liberty aerospace inc. XL-2,No,0
20061221X01824,Accident,ATL07CA020,2006-11-21,United States,Non-Fatal,Substantial,Airplane,Cessna,190,No,Personal,,,,3.0,VMC,2006,Cessna 190,No,0
20070109X00031,Accident,LAX07CA044,2006-11-22,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,Personal,,,,1.0,VMC,2006,Piper PA-28-180,No,0
20070301X00241,Accident,DFW07CA031,2006-11-22,United States,Non-Fatal,Substantial,Airplane,Cessna,210,No,Personal,,,,2.0,VMC,2006,Cessna 210,No,0
